transaction_id,account_id,timestamp,amount,merchant,category,location,status
TXN0118,ACC6078,2/15/2024 22:50,50.63,Electric Company,Utilities,London,pending
TXN0119,ACC2742,2/15/2024 22:54,4045.55,Property Tax,Housing,Berlin,completed
TXN0120,ACC9456,2/15/2024 22:57,344.16,Internet Provider,Utilities,Sydney,completed
TXN0121,ACC8952,2/15/2024 23:02,40.21,Costco,Shopping,Minneapolis,completed
TXN0122,ACC7056,2/15/2024 23:11,436.07,Movie Theater,Entertainment,Austin,completed
TXN0123,ACC1696,2/15/2024 23:26,305.24,Movie Theater,Entertainment,San Antonio,pending
TXN0124,ACC4848,2/15/2024 23:32,1211.58,B&H Photo,Electronics,Bangkok,flagged
TXN0125,ACC8952,2/15/2024 23:34,64.52,KFC,Food,San Diego,completed
TXN0126,ACC4840,2/15/2024 23:39,525.28,Gym Membership,Healthcare,Boston,completed
TXN0127,ACC4773,2/15/2024 23:47,1589.36,Fry's Electronics,Electronics,Dubai,pending
TXN0128,ACC1286,2/15/2024 23:55,4762.67,Rent Payment,Housing,Singapore,completed
TXN0129,ACC9927,2/15/2024 23:59,388.24,Internet Provider,Utilities,London,completed
TXN0130,ACC2326,2/16/2024 0:08,1693.81,Bank Transfer,Transfer,Minneapolis,completed
TXN0131,ACC5005,2/16/2024 0:17,280.66,Phone Bill,Utilities,Portland,completed
TXN0132,ACC1352,2/16/2024 0:20,1309.34,Home Insurance,Housing,Denver,completed
TXN0133,ACC6883,2/16/2024 0:33,26.79,Chevron,Transportation,Miami,completed
TXN0134,ACC3890,2/16/2024 0:38,745.88,Physical Therapy,Healthcare,Toronto,completed
TXN0135,ACC1980,2/16/2024 0:43,161.77,Zara,Shopping,Portland,completed
TXN0136,ACC3683,2/16/2024 0:57,301.21,Car Rental,Transportation,Bangkok,completed
TXN0137,ACC8671,2/16/2024 0:57,4236.23,Wire Transfer,Transfer,Miami,completed
TXN0138,ACC3423,2/16/2024 1:06,4090.15,Property Tax,Housing,Mumbai,completed
TXN0139,ACC8635,2/16/2024 1:16,31.12,Auto Repair,Transportation,Philadelphia,completed
TXN0140,ACC7839,2/16/2024 1:15,849.66,Best Buy,Electronics,Seattle,completed
TXN0141,ACC9875,2/16/2024 1:22,2733.84,Mortgage Payment,Housing,Los Angeles,completed
TXN0142,ACC7964,2/16/2024 1:30,112.27,Solar Payment,Utilities,Madrid,pending
TXN0143,ACC2855,2/16/2024 1:39,41.84,Shell Gas,Transportation,Singapore,completed
TXN0144,ACC4840,2/16/2024 1:44,278.78,Internet Provider,Utilities,New York,completed
TXN0145,ACC8952,2/16/2024 1:53,1180.79,Physical Therapy,Healthcare,Charlotte,flagged
TXN0146,ACC4479,2/16/2024 1:57,30.79,Whole Foods,Food,Seattle,flagged
TXN0147,ACC9456,2/16/2024 2:13,189.5,Electric Company,Utilities,San Antonio,pending
TXN0148,ACC7283,2/16/2024 2:12,1055.13,Home Insurance,Housing,Seattle,completed
TXN0149,ACC2247,2/16/2024 2:18,3457.69,HOA Fee,Housing,Rome,flagged
TXN0150,ACC1876,2/16/2024 2:29,1882.63,HOA Fee,Housing,London,completed
TXN0151,ACC4897,2/16/2024 2:40,30.73,Uber,Transportation,Rome,completed
TXN0152,ACC5298,2/16/2024 2:42,92.06,Starbucks,Food,Miami,completed
TXN0153,ACC7074,2/16/2024 2:47,27.6,Chick-fil-A,Food,Rome,completed
TXN0154,ACC4282,2/16/2024 2:55,297.99,eBay,Shopping,Boston,completed
TXN0155,ACC8405,2/16/2024 3:03,298.54,Concert Tickets,Entertainment,Mumbai,completed
TXN0156,ACC7559,2/16/2024 3:13,1171.85,CVS Pharmacy,Healthcare,Chicago,flagged
TXN0157,ACC3316,2/16/2024 3:24,1536.06,Bank Transfer,Transfer,Denver,flagged
TXN0158,ACC2208,2/16/2024 3:23,3126.26,Maintenance Fee,Housing,Miami,completed
TXN0159,ACC4062,2/16/2024 3:29,15.49,Lyft,Transportation,Denver,completed
TXN0160,ACC7074,2/16/2024 3:43,70.48,Car Rental,Transportation,Minneapolis,completed
TXN0161,ACC2589,2/16/2024 3:52,1406.83,Lab Test,Healthcare,Amsterdam,completed
TXN0162,ACC7559,2/16/2024 3:54,4954.43,Property Tax,Housing,Tampa,completed
TXN0163,ACC8635,2/16/2024 3:58,187.86,Etsy,Shopping,Seattle,completed
TXN0164,ACC9872,2/16/2024 4:08,38.52,Movie Theater,Entertainment,Rome,flagged
TXN0165,ACC2866,2/16/2024 4:14,331.06,Solar Payment,Utilities,Atlanta,pending
TXN0166,ACC5258,2/16/2024 4:22,1361.86,CVS Pharmacy,Healthcare,Dubai,flagged
TXN0167,ACC7283,2/16/2024 4:32,3481.91,Home Insurance,Housing,Miami,pending
TXN0168,ACC9334,2/16/2024 4:36,146.93,Panera Bread,Food,Los Angeles,flagged
TXN0169,ACC9349,2/16/2024 4:48,74.32,Hospital Payment,Healthcare,Orlando,flagged
TXN0170,ACC3665,2/16/2024 4:46,46.97,Chevron,Transportation,Houston,completed
TXN0171,ACC6883,2/16/2024 4:54,11468.81,PayPal Transfer,Transfer,Detroit,completed
TXN0172,ACC8408,2/16/2024 5:02,129.4,McDonald's,Food,Dubai,completed
TXN0173,ACC9562,2/16/2024 5:12,13453.03,Bank Transfer,Transfer,Phoenix,pending
TXN0174,ACC4412,2/16/2024 5:20,77.46,Exxon,Transportation,Seattle,completed
TXN0175,ACC5538,2/16/2024 5:27,4504.17,Property Tax,Housing,Phoenix,completed
TXN0176,ACC1091,2/16/2024 5:33,666.19,Apple Store,Electronics,Dubai,completed
TXN0177,ACC7720,2/16/2024 5:35,380.66,CVS Pharmacy,Healthcare,San Diego,pending
TXN0178,ACC4304,2/16/2024 5:50,8.4,KFC,Food,Los Angeles,completed
TXN0179,ACC4642,2/16/2024 5:55,43.69,Gaming Store,Entertainment,Nashville,pending
TXN0180,ACC7056,2/16/2024 5:58,144.22,McDonald's,Food,Paris,completed
TXN0181,ACC6047,2/16/2024 6:04,33.04,Exxon,Transportation,Madrid,completed
TXN0182,ACC1186,2/16/2024 6:11,49.49,PlayStation Store,Entertainment,Cleveland,completed
TXN0183,ACC8377,2/16/2024 6:23,10775.53,PayPal Transfer,Transfer,Toronto,completed
TXN0184,ACC8530,2/16/2024 6:28,7644.81,Zelle,Transfer,Berlin,flagged
TXN0185,ACC6535,2/16/2024 6:35,4540.39,Mortgage Payment,Housing,Orlando,completed
TXN0186,ACC7561,2/16/2024 6:42,171.91,Trash Service,Utilities,Tampa,completed
TXN0187,ACC1696,2/16/2024 6:52,10438.31,Western Union,Transfer,Boston,flagged
TXN0188,ACC1186,2/16/2024 6:58,71.53,Chevron,Transportation,Chicago,completed
TXN0189,ACC7243,2/16/2024 7:08,2009.76,Newegg,Electronics,Boston,completed
TXN0190,ACC3683,2/16/2024 7:06,94.91,Micro Center,Electronics,Bangkok,completed
TXN0191,ACC1852,2/16/2024 7:18,3838.37,Venmo,Transfer,Las Vegas,completed
TXN0192,ACC4565,2/16/2024 7:28,144.15,Phone Bill,Utilities,San Antonio,pending
TXN0193,ACC5095,2/16/2024 7:31,799.72,Dental Office,Healthcare,Miami,flagged
TXN0194,ACC9770,2/16/2024 7:34,946.37,Lab Test,Healthcare,Rome,completed
TXN0195,ACC2507,2/16/2024 7:47,35.93,Auto Repair,Transportation,Rome,completed
TXN0196,ACC3757,2/16/2024 7:54,129.31,Walgreens,Healthcare,Dubai,flagged
TXN0197,ACC9226,2/16/2024 8:00,461.63,Microsoft Store,Electronics,Toronto,pending
TXN0198,ACC3922,2/16/2024 8:04,479.26,Shell Gas,Transportation,Minneapolis,completed
TXN0199,ACC1763,2/16/2024 8:10,405.07,Hulu,Entertainment,Singapore,completed
TXN0200,ACC9875,2/16/2024 8:20,77.74,Gym Membership,Healthcare,Dubai,completed
TXN0201,ACC4884,2/16/2024 8:27,53.61,Domino's,Food,Tampa,completed
TXN0202,ACC1827,2/16/2024 8:35,469.56,Venmo,Transfer,Las Vegas,completed
TXN0203,ACC5034,2/16/2024 8:42,380.61,Best Buy,Electronics,Tampa,completed
TXN0204,ACC4524,2/16/2024 8:49,42.35,Uber,Transportation,Miami,pending
TXN0205,ACC3824,2/16/2024 8:57,19.5,Concert Tickets,Entertainment,Dubai,completed
TXN0206,ACC1852,2/16/2024 9:04,289.35,eBay,Shopping,Boston,completed
TXN0207,ACC9641,2/16/2024 9:10,58.33,Chick-fil-A,Food,Tokyo,completed
TXN0208,ACC2952,2/16/2024 9:20,1698.87,Samsung Store,Electronics,Mexico City,pending
TXN0209,ACC3683,2/16/2024 9:22,59.57,Gym Membership,Healthcare,San Francisco,completed
TXN0210,ACC4304,2/16/2024 9:30,60.7,Best Buy,Electronics,Dubai,completed
TXN0211,ACC7769,2/16/2024 9:39,4811.74,Rent Payment,Housing,Rome,completed
TXN0212,ACC2812,2/16/2024 9:49,1501.13,Microsoft Store,Electronics,Los Angeles,completed
TXN0213,ACC2855,2/16/2024 9:52,6836.95,Zelle,Transfer,Mumbai,completed
TXN0214,ACC2629,2/16/2024 9:55,38.69,Hulu,Entertainment,Minneapolis,completed
TXN0215,ACC9954,2/16/2024 10:02,137.4,Five Guys,Food,London,completed
TXN0216,ACC9087,2/16/2024 10:15,810.09,Apple Store,Electronics,Philadelphia,pending
TXN0217,ACC6651,2/16/2024 10:19,2432.25,Fry's Electronics,Electronics,Mexico City,completed
TXN0218,ACC1587,2/16/2024 10:24,5122.39,Western Union,Transfer,San Francisco,flagged
TXN0219,ACC7181,2/16/2024 10:32,4897.14,Rent Payment,Housing,Madrid,completed
TXN0220,ACC6078,2/16/2024 10:41,182.33,Trash Service,Utilities,Nashville,completed
TXN0221,ACC6651,2/16/2024 10:48,4534.1,Mortgage Payment,Housing,Singapore,completed
TXN0222,ACC3955,2/16/2024 10:50,1651.99,Property Tax,Housing,Toronto,completed
TXN0223,ACC6072,2/16/2024 10:58,6508.04,PayPal Transfer,Transfer,Houston,completed
TXN0224,ACC5298,2/16/2024 11:08,46.21,HBO Max,Entertainment,Charlotte,completed
TXN0225,ACC5634,2/16/2024 11:18,73.98,Uber,Transportation,Portland,flagged
TXN0226,ACC8122,2/16/2024 11:27,85.76,Trash Service,Utilities,Seattle,flagged
TXN0227,ACC3779,2/16/2024 11:30,32.97,Spotify,Entertainment,Lagos,completed
TXN0228,ACC7820,2/16/2024 11:39,128.51,Internet Provider,Utilities,Portland,completed
TXN0229,ACC1980,2/16/2024 11:38,2356.02,Apple Store,Electronics,Mumbai,completed
TXN0230,ACC4995,2/16/2024 11:47,14.48,Disney+,Entertainment,Cleveland,completed
TXN0231,ACC3997,2/16/2024 11:59,23.58,Gaming Store,Entertainment,Detroit,completed
TXN0232,ACC6044,2/16/2024 12:02,13967.3,Wire Transfer,Transfer,Houston,completed
TXN0233,ACC9139,2/16/2024 12:08,267.16,Solar Payment,Utilities,San Francisco,pending
TXN0234,ACC9416,2/16/2024 12:16,848.67,Rent Payment,Housing,Philadelphia,completed
TXN0235,ACC7465,2/16/2024 12:30,58.74,Cable TV,Utilities,Dallas,pending
TXN0236,ACC6537,2/16/2024 12:28,220.55,Home Depot,Shopping,Amsterdam,completed
TXN0237,ACC6311,2/16/2024 12:40,1684.68,Newegg,Electronics,Boston,completed
TXN0238,ACC9562,2/16/2024 12:43,252.63,Luxury Store,Shopping,San Diego,completed
TXN0239,ACC7511,2/16/2024 12:51,46.99,BP Gas,Transportation,Boston,completed
TXN0240,ACC6912,2/16/2024 12:59,145.09,Gym Membership,Healthcare,Madrid,completed
TXN0241,ACC6916,2/16/2024 13:02,174.78,Luxury Store,Shopping,Miami,completed
TXN0242,ACC7885,2/16/2024 13:17,1117.52,Gym Membership,Healthcare,Charlotte,flagged
TXN0243,ACC8536,2/16/2024 13:19,66.06,Solar Payment,Utilities,Madrid,pending
TXN0244,ACC3828,2/16/2024 13:25,4869.27,Mortgage Payment,Housing,San Antonio,completed
TXN0245,ACC1199,2/16/2024 13:36,243.15,IKEA,Shopping,Sydney,completed
TXN0246,ACC7127,2/16/2024 13:39,89,Etsy,Shopping,Madrid,completed
TXN0247,ACC9727,2/16/2024 13:51,45.21,Disney+,Entertainment,Portland,pending
TXN0248,ACC5063,2/16/2024 13:54,1934.19,Maintenance Fee,Housing,London,completed
TXN0249,ACC7465,2/16/2024 13:59,394.19,Electric Company,Utilities,Berlin,completed
TXN0250,ACC9829,2/16/2024 14:08,14249.91,Venmo,Transfer,Tampa,completed
TXN0251,ACC5625,2/16/2024 14:21,2526.51,Western Union,Transfer,Boston,completed
TXN0252,ACC6651,2/16/2024 14:24,4129.85,Rent Payment,Housing,Dallas,pending
TXN0253,ACC6351,2/16/2024 14:29,230.97,Water Bill,Utilities,Lagos,completed
TXN0254,ACC4550,2/16/2024 14:40,10068.2,Wire Transfer,Transfer,San Diego,flagged
TXN0255,ACC4477,2/16/2024 14:41,22.85,Chick-fil-A,Food,Berlin,completed
TXN0256,ACC2225,2/16/2024 14:57,1369.69,Doctor Visit,Healthcare,Dubai,completed
TXN0257,ACC6883,2/16/2024 15:02,342.37,Theme Park,Entertainment,Minneapolis,completed
TXN0258,ACC8711,2/16/2024 15:09,31.31,Shell Gas,Transportation,New York,completed
TXN0259,ACC4840,2/16/2024 15:12,25.36,Theme Park,Entertainment,Austin,flagged
TXN0260,ACC1352,2/16/2024 15:23,370.14,Rite Aid,Healthcare,Dallas,completed
TXN0261,ACC7906,2/16/2024 15:23,8.09,KFC,Food,Sydney,completed
TXN0262,ACC7181,2/16/2024 15:30,23.6,eBay,Shopping,Dubai,pending
TXN0263,ACC5131,2/16/2024 15:42,119.28,Etsy,Shopping,San Francisco,completed
TXN0264,ACC2208,2/16/2024 15:50,760.31,Gym Membership,Healthcare,Sydney,flagged
TXN0265,ACC6311,2/16/2024 16:00,37.91,Chipotle,Food,San Francisco,completed
TXN0266,ACC3955,2/16/2024 16:00,75.04,Starbucks,Food,Berlin,completed
TXN0267,ACC2326,2/16/2024 16:14,10919.5,Wire Transfer,Transfer,Berlin,completed
TXN0268,ACC7769,2/16/2024 16:13,41.3,Movie Theater,Entertainment,Boston,completed
TXN0269,ACC4477,2/16/2024 16:18,776.99,Uber,Transportation,Houston,completed
TXN0270,ACC9334,2/16/2024 16:28,14718.22,Cash App,Transfer,Portland,completed
TXN0271,ACC2208,2/16/2024 16:37,15.7,Domino's,Food,Denver,completed
TXN0272,ACC6651,2/16/2024 16:39,1021.33,Walgreens,Healthcare,Lagos,completed
TXN0273,ACC6912,2/16/2024 16:54,74.07,Macy's,Shopping,Singapore,completed
TXN0274,ACC1068,2/16/2024 17:00,2201.51,Maintenance Fee,Housing,Las Vegas,flagged
TXN0275,ACC1186,2/16/2024 17:09,222.38,CVS Pharmacy,Healthcare,Bangkok,completed
TXN0276,ACC2855,2/16/2024 17:10,1425.66,Fry's Electronics,Electronics,Sydney,completed
TXN0277,ACC6494,2/16/2024 17:14,1281.5,Wire Transfer,Transfer,Orlando,flagged
TXN0278,ACC5385,2/16/2024 17:25,80.26,Five Guys,Food,Mumbai,pending
TXN0279,ACC6841,2/16/2024 17:38,736.62,Parking,Transportation,Orlando,completed
TXN0280,ACC6494,2/16/2024 17:41,314.05,Spotify,Entertainment,Lagos,pending
TXN0281,ACC9875,2/16/2024 17:51,4469.84,Home Insurance,Housing,Denver,pending
TXN0282,ACC3401,2/16/2024 17:59,30.15,Taco Bell,Food,Houston,pending
TXN0283,ACC9727,2/16/2024 17:59,6126.68,Venmo,Transfer,Dubai,pending
TXN0284,ACC5946,2/16/2024 18:13,706.74,Dental Office,Healthcare,Atlanta,completed
TXN0285,ACC9939,2/16/2024 18:12,118.03,Microsoft Store,Electronics,Amsterdam,completed
TXN0286,ACC9927,2/16/2024 18:23,282.09,Cable TV,Utilities,Nashville,completed
TXN0287,ACC4550,2/16/2024 18:29,86.61,Subway,Food,Tokyo,pending
TXN0288,ACC5647,2/16/2024 18:34,282.29,Etsy,Shopping,Chicago,completed
TXN0289,ACC4884,2/16/2024 18:41,10.41,Parking,Transportation,Mexico City,completed
TXN0290,ACC6535,2/16/2024 18:48,69.03,Home Depot,Shopping,Orlando,completed
TXN0291,ACC9607,2/16/2024 18:59,2282.28,Property Tax,Housing,Toronto,pending
TXN0292,ACC1091,2/16/2024 19:03,87.64,Starbucks,Food,Tokyo,completed
TXN0293,ACC9770,2/16/2024 19:07,142.79,Dunkin',Food,Charlotte,completed
TXN0294,ACC3683,2/16/2024 19:14,2146.74,Maintenance Fee,Housing,Dallas,flagged
TXN0295,ACC9351,2/16/2024 19:25,18.98,Car Wash,Transportation,Dubai,completed
TXN0296,ACC5389,2/16/2024 19:32,102.89,Rite Aid,Healthcare,Atlanta,completed
TXN0297,ACC1696,2/16/2024 19:39,12442.43,PayPal Transfer,Transfer,Minneapolis,completed
